key_id,hashing_key,length,n_texts,exceed,fpr,green_tokens,eligible_positions,p_k,mean_z,sd_z
kgw-068,950003689,512,179,2,0.0111731843575419,21667,86859,0.24945025846486835,-0.03152116512739788,1.1633102734309753
kgw-069,565760149,128,1500,6,0.004,41492,184186,0.2252722791091614,-0.6330767528882139,1.0745419086851624
kgw-069,565760149,256,588,0,0.0,32297,144142,0.22406377044858541,-0.938586103926121,1.1117533720511428
kgw-069,565760149,512,179,1,0.00558659217877095,19328,86859,0.22252155792721537,-1.4041603228304427,1.2229458851172037
kgw-070,816861511,128,1500,82,0.05466666666666667,49285,184186,0.2675827695916085,0.4497586176136192,1.1238008145414125
kgw-070,816861511,256,588,45,0.07653061224489796,38536,144142,0.2673474767937173,0.6247256136225978,1.1868737351149785
kgw-070,816861511,512,179,25,0.13966480446927373,23335,86859,0.26865379523135197,0.9436960710496669,1.2453825337171462
kgw-071,1510997377,128,1500,10,0.006666666666666667,44410,184186,0.24111495987751513,-0.2275303547819478,1.0473158699469245
kgw-071,1510997377,256,588,3,0.00510204081632653,34735,144142,0.24097764704249977,-0.3279797036874579,1.0551762637195499
kgw-071,1510997377,512,179,2,0.0111731843575419,20894,86859,0.24055077769718738,-0.4839811520165733,1.0962837016262221
kgw-072,1138579901,128,1500,53,0.035333333333333335,47580,184186,0.25832582280955124,0.2138558062874266,1.115999450551302
kgw-072,1138579901,256,588,26,0.04421768707482993,37218,144142,0.25820371578027224,0.3011501148635686,1.165445192404204
kgw-072,1138579901,512,179,13,0.07262569832402235,22558,86859,0.25970826281674897,0.5056473065637175,1.3077658555349168
kgw-073,1403614631,128,1500,24,0.016,45189,184186,0.24534438013746973,-0.11888469549171372,1.0384690249256265
kgw-073,1403614631,256,588,9,0.015306122448979591,35348,144142,0.2452303978021673,-0.1713334000689004,1.10232084512417
kgw-073,1403614631,512,179,3,0.01675977653631285,21394,86859,0.24630723356244028,-0.18207100388329894,1.1226293451413705
kgw-074,1483042081,128,1500,121,0.08066666666666666,51340,184186,0.27873996937878015,0.7352836578593187,1.1450416845622455
kgw-074,1483042081,256,588,72,0.12244897959183673,40016,144142,0.2776151295250517,0.9980230395933009,1.1719189707224391
kgw-074,1483042081,512,179,36,0.2011173184357542,24111,86859,0.27758781473422445,1.4065947856771732,1.2527075973180268
kgw-075,948097859,128,1500,30,0.02,46478,184186,0.252342740490591,0.06008803451219321,1.0577290929604821
kgw-075,948097859,256,588,16,0.027210884353741496,36075,144142,0.25027403532627546,0.008601774393220116,1.1332123495674984
kgw-075,948097859,512,179,11,0.061452513966480445,21787,86859,0.25083180787252907,0.043328050202432876,1.3305156941388705
kgw-076,525793057,128,1500,114,0.076,51231,184186,0.2781481763000445,0.7222416840327296,1.1491026898526966
kgw-076,525793057,256,588,73,0.12414965986394558,39841,144142,0.27640104896560336,0.9549652163134064,1.2309047485225988
kgw-076,525793057,512,179,32,0.1787709497206704,23648,86859,0.2722573366030003,1.1312489205517846,1.3591684451644426
kgw-077,1093943537,128,1500,10,0.006666666666666667,43246,184186,0.23479526131193468,-0.38899387663241713,1.0279800170321514
kgw-077,1093943537,256,588,6,0.01020408163265306,33900,144142,0.23518474837313205,-0.535012608381765,1.1307610821711285
kgw-077,1093943537,512,179,3,0.01675977653631285,20444,86859,0.2353699674184598,-0.7396072831467759,1.318207453820346
kgw-078,1850217503,128,1500,9,0.006,42469,184186,0.23057669964058072,-0.49805367380805976,1.0540734466223634
